question,answer,choices.0.text,choices.0.correct,choices.1.text,choices.1.correct,choices.2.text,choices.2.correct,choices.3.text,choices.3.correct,images,category
"จากรูป หากท่านกำลังขับขี่เข้าสู่บริเวณทางม้าลายท่านควรปฏิบัติอย่างไร",จากรูปข้างล่าง หากท่านกำลังขับขี่เข้าสู่บริเวณทางม้าลายท่านควรลดความเร็วลง,ขับด้วยความเร็วเท่าเดิม,false,ลดความเร็วลง,true,บีบแตร,false,เพิ่มความเร็ว,false,"[ ""1.7.78.jpg"" ]",มารยาทและจิตสำนึก
"จากรูป รถคันสีแดงควรปฏิบัติอย่างไร",จากรูปข้างล่าง รถคันสีแดงควรรอจนกว่าคนเดินเท้าจะเดินผ่านไปแล้วจึงเลี้ยว,รอจนกว่าคนเดินเท้าจะเดินผ่านไปแล้วจึงเลี้ยว,true,โบกมือและตะโกนต่อว่าเพื่อเร่งให้ผู้คนเดินผ่านไป,false,บีบแตรไล่เพื่อไม่ให้ผู้คนเดินผ่าน,false,ขับเข้าไปใกล้คนเดินเท้าในระยะกระชั้นชิด,false,"[ ""1.7.79.jpg"" ]",มารยาทและจิตสำนึก
"จากรูป รถคันสีเหลืองควรปฏิบัติอย่างไร",จากรูปข้างล่าง รถคันสีเหลืองควรเลี้ยวซ้ายแล้วกลับรถที่จุดกลับรถ,ใช้สัญญาณแตรเพื่อให้รถคันอื่นหยุดให้ท่าน,false,ขับออกไปทันที,false,ค่อยๆ ขับเคลื่อนไปข้างหน้าทีละน้อย,false,เลี้ยวซ้ายแล้วกลับรถที่จุดกลับรถ,true,"[ ""1.7.80.jpg"" ]",มารยาทและจิตสำนึก
"จากรูป เมื่อท่านต้องการที่จะเลี้ยวซ้ายเข้าซอย ท่านควรปฏิบัติอย่างไร",จากรูปข้างล่าง เมื่อท่านต้องการที่จะเลี้ยวซ้ายเข้าซอย ท่านควรหยุดรอ,หยุดรอ,true,ใช้สัญญาณแตรไล่ผู้เดินเท้า,false,ขับเข้าไปใกล้ผู้เดินเท้าในระยะกระชั้นชิด,false,โบกมือไล่ผู้เดินเท้าให้รีบเดินข้ามถนน,false,"[ ""1.7.81.jpg"" ]",มารยาทและจิตสำนึก
"จากรูป รถที่อยู่บริเวณทางม้าลาย ควรปฏิบัติอย่างไร",จากรูปข้างล่าง รถที่อยู่บริเวณทางม้าลาย ควรหยุดรถก่อนถึงทางม้าลาย,ใช้สัญญาณแตรเพื่อไล่ผู้เดินเท้า,false,ขับเข้าไปต่อท้ายรถคันหน้า,false,ขับเข้าไปทับทางม้าลาย,false,หยุดรถก่อนถึงทางม้าลาย,true,"[ ""1.7.82.jpg"" ]",มารยาทและจิตสำนึก
"จากรูป เมื่อรถคันสีเหลืองต้องการที่จะขับตรงไป ควรปฏิบัติอย่างไร",จากรูปข้างล่าง เมื่อรถคันสีเหลืองต้องการที่จะขับตรงไป ควรหยุดรอจนกว่ารถข้างหน้าจะผ่านไป,บีบแตรอย่างต่อเนื่อง,false,หยุดรอจนกว่ารถข้างหน้าจะผ่านไป,true,เปิดไฟสูงค้าง,false,พยายามขับมุดผ่านช่องว่าง,false,"[ ""1.7.83.jpg"" ]",มารยาทและจิตสำนึก
"ข้อใดปฏิบัติได้ถูกต้องในการขับขี่ออกจากซอยไปสู่ถนนใหญ่",การขับขี่ออกจากซอยไปสู่ถนนใหญ่ ท่านควรหยุดรอให้รถในทางหลักและคนเดินเท้าไปก่อน,บีบแตรเพื่อขอทางจากรถคันอื่น,false,ไม่จำเป็นต้องเปิดไฟเลี้ยวก็ได้,false,หยุดรอให้รถในทางหลักและคนเดินเท้าไปก่อน,true,ขับออกไปให้เร็วที่สุดเพื่อที่จะได้ไม่เสียเวลา,false,[  ],มารยาทและจิตสำนึก
"จากรูป ในขณะสัญญาณไฟเขียว หากท่านต้องการจะเลี้ยวขวา แต่ท่านได้ยินสัญญาณรถดับเพลิงมาทางขวามือของท่าน ท่านควร",จากรูปข้างล่าง ในขณะสัญญาณไฟเขียว หากท่านต้องการจะเลี้ยวขวา แต่ท่านได้ยินสัญญาณรถดับเพลิงมาทางขวามือของท่าน ท่านควรรอให้รถดับเพลิงไปก่อนจึงเลี้ยว,เปิดไฟเลี้ยวขวาเพื่อให้รถดับเพลิงรู้ว่าท่านจะไปก่อน,false,เลี้ยวขวาไปก่อนรถดับเพลิงจะมาถึง,false,เลี้ยวไปได้เลยโดยไม่ต้องสนใจรถดับเพลิง,false,รอให้รถดับเพลิงไปก่อนแล้วจึงเลี้ยว,true,"[ ""1.7.85.jpg"" ]",มารยาทและจิตสำนึก
"จากรูป ในขณะสัญญาณไฟเขียว หากท่านต้องการจะขับตรงไป แต่ท่านได้ยินสัญญาณรถพยาบาลมาทางขวามือของท่าน ท่านควร",จากรูปข้างล่าง ในขณะสัญญาณไฟเขียว หากท่านต้องการจะขับตรงไป แต่ท่านได้ยินสัญญาณรถพยาบาลมาทางขวามือของท่าน ท่านควรหยุดรอรถพยาบาลไปก่อน,หยุดรอรถพยาบาลไปก่อน,true,รีบๆ ขับผ่านไปจะได้ไม่ขวางทางรถพยาบาล,false,ใช้สัญญาณแตรเพื่อเตือนรถพยาบาลให้รู้ว่าท่านจะไปก่อน,false,ขับผ่านไปตามปกติ,false,"[ ""1.7.86.jpg"" ]",มารยาทและจิตสำนึก
"หากท่านต้องการที่จะจอดรถดังรูป เพียงชั่วคราวท่านสามารถจอดได้หรือไม่",การจอดรถซ้อนสองดังรูปข้างล่าง แม้เป็นเพียงการจอดชั่วคราว ก็ไม่สามารถจอดได้ เป็นพฤติกรรมที่ผิดกฎหมายจราจร สร้างความเดือดร้อนให้กับผู้ขับขี่อื่น ก่อให้เกิดอุบัติเหตุและการจราจรติดขัด,จอดไม่ได้ทุกกรณี,true,จอดได้หากท่านอยู่ในรถ,false,จอดได้หากท่านเปิดไฟฉุกเฉิน,false,จอดไม่ได้ ถ้าไม่ได้จ่ายเงินให้แก่ผู้ดูแลรถ,false,"[ ""1.7.87.jpg"" ]",มารยาทและจิตสำนึก
"เมื่อท่านได้ยินเสียงสัญญาณไซเรนของรถฉุกเฉิน ท่านต้องปฏิบัติอย่างไร",เมื่อท่านได้ยินเสียงสัญญาณไซเรนของรถฉุกเฉิน ท่านต้องพยายามเบี่ยงรถของท่านอย่าให้ขวางทางรถฉุกเฉิน,ทำเป็นไม่ได้ยิน,false,ใช้สัญญาณแตรเพื่อเตือนผู้ขับขี่ท่านอื่น,false,กระพริบไฟสูงเพื่อเตือนผู้ขับขี่ท่านอื่น,false,พยายามเบี่ยงรถของท่านมิให้ขวางทางรถฉุกเฉิน,true,[  ],มารยาทและจิตสำนึก
"เมื่อรถที่กำลังทำการแซงเปิดไฟเลี้ยวเพื่อเข้าสู่ช่องจราจรของท่าน ท่านควรปฏิบัติอย่างไร",เมื่อรถที่กำลังทำการแซงเปิดไฟเลี้ยวเพื่อเข้าสู่ช่องจราจรของท่าน ท่านควรลดความเร็วลง,ใช้สัญญาณแตรเตือน,false,เร่งความเร็วขึ้น,false,ลดความเร็วลง,true,เปิดไฟสูงเตือน,false,"[ ""1.7.89.jpg"" ]",มารยาทและจิตสำนึก
"จากสถานการณ์ดังรูป ผู้ขับขี่ควรปฏิบัติอย่างไร",จากสถานการณ์ดังรูปข้างล่าง ผู้ขับขี่ควรหยุดรถให้รถที่เปิดสัญญาณไฟเลี้ยวขวาไปก่อน,ขับไปจอดต่อท้ายให้ชิดกับรถคันหน้ามากที่สุด,false,หยุดรถให้รถที่เปิดสัญญาณไฟเลี้ยวขวาไปก่อน,true,ให้สัญญาณแตรเสียงยาว,false,ขับไปจอดต่อท้ายรถคันหน้าพร้อมกับเปิดสัญญาณไฟฉุกเฉิน,false,"[ ""1.7.90.jpg"" ]",มารยาทและจิตสำนึก
"การปฏิบัติในข้อใดถูกต้องตามหลักมารยาทในการขับรถ",นักขับขี่รถที่มีวินัยจราจรและมีมารยาทที่ดีจะให้สัญญาณไฟทุกครั้งที่เปลี่ยนช่องจราจร,ขับรถด้วยความเร็วสูงและเปลี่ยนช่องจราจรบ่อย,false,ขับรถตามหลังรถคันหน้าในระยะกระชั้นชิดเพื่อให้หลบทางให้,false,ใช้สัญญาณแตรไล่คนข้ามถนน,false,ให้สัญญาณไฟทุกครั้งที่เปลี่ยนช่องจราจร,true,[  ],มารยาทและจิตสำนึก
"หากเห็นคนพิการกำลังข้ามถนน ผู้ขับขี่ควรปฏิบัติอย่างไร",หากเห็นคนพิการกำลังข้ามถนน ผู้ขับขี่ควรหยุดรอให้คนพิการข้ามผ่านทางไปก่อน,ลดความเร็วและกระพริบไฟสูงใส่คนพิการ,false,หยุดรอให้คนพิการข้ามผ่านทางไปก่อน,true,เร่งความเร็วและขับอ้อมไปทางด้านขวาของคนพิการ,false,หยุดและให้สัญญาณแตรจนกว่าคนพิการข้ามจนพ้นทาง,false,[  ],มารยาทและจิตสำนึก
"ข้อใดต่อไปนี้เป็นการปฏิบัติที่ไม่ถูกต้อง",การเร่งความเร็วเมื่อมีรถแซงมาขนาบข้าง เป็นพฤติกรรมที่ไร้น้ำใจ เสียมารยาทและอาจก่อให้เกิดอุบัติเหตุที่ร้ายแรงขึ้นได้,ไม่เปิดไฟสูงในกรณีที่ขับรถสวนทางกัน,false,ให้สัญญาณไฟเลี้ยวล่วงหน้าก่อนเลี้ยวรถ,false,เร่งความเร็วเมื่อมีรถแซงมาขนาบข้าง,true,ขับชิดซ้ายและให้สัญญาณไฟเลี้ยวซ้ายเมื่อรถคันหลังให้สัญญาณไฟเลี้ยวขวาเพื่อต้องการแซง,false,[  ],มารยาทและจิตสำนึก
"ข้อใดคือมารยาทที่ดีในการจอดรถ",นักขับขี่รถที่มีวินัยจราจรและมีมารยาทที่ดีจะพยายามจอดรถโดยไม่กีดขวางผู้อื่นและไม่ฝ่าฝืนกฎจราจร,จอดรถซ้อนคัน,false,จอดโดยไม่กีดขวางผู้อื่นและไม่ฝ่าฝืนกฎจราจร,true,จอดรถขวางทางเข้า-ออก,false,จอดบริเวณที่มีเครื่องหมายห้ามจอด,false,[  ],มารยาทและจิตสำนึก
"ข้อใดต่อไปนี้ไม่ควรปฏิบัติ เมื่อมีรถคันหลังกำลังแซงรถของท่าน",เมื่อมีรถคันหลังกำลังแซงรถของท่าน ท่านไม่ควรเร่งความเร็วเพื่อไม่ให้แซง,อยู่ในช่องจราจรของตัวเอง,false,ขับด้วยความเร็วคงที่,false,ลดความเร็วลง,false,เร่งความเร็วเพื่อไม่ให้แซง,true,[  ],มารยาทและจิตสำนึก
"ข้อใดต่อไปนี้ทำให้สมาธิในการขับรถลดลง",การโทรศัพท์ขณะขับรถ จะทำให้สมาธิในการขับรถลดลง,การคาดการณ์สถานการณ์ล่วงหน้า,false,การล้างหน้าก่อนขับรถ,false,โทรศัพท์ขณะขับรถ,true,การมองทางข้างหน้าไกลๆ,false,[  ],มารยาทและจิตสำนึก
"รูปใดต่อไปนี้ เป็นการรัดเข็มขัดนิรภัยที่ไม่ถูกต้อง",รูปที่ 2 และ 3 ด้านล่าง เป็นการรัดเข็มขัดนิรภัยที่ไม่ถูกต้อง,รูปที่ 2. และ 3.,true,รูปที่ 2. เท่านั้น,false,รูปที่ 3. เท่านั้น,false,รูปที่ 1. 2. และ 3.,false,"[ ""1.7.97.jpg"" ]",มารยาทและจิตสำนึก
"ผู้ขับขี่ที่ดีควรมีความพร้อมอย่างไร",ผู้ขับขี่ที่ดีควรศึกษาเส้นทางก่อนออกเดินทาง เตรียมสภาพรถและร่างกายให้พร้อม มีความรู้เกี่ยวกับกฎหมายจราจรและกฎหมายอื่นที่เกี่ยวข้อง,ศึกษาเส้นทางก่อนออกเดินทาง,false,ทุกข้อที่กล่าวจะเป็นตัวเลือกที่ถูกทั้งหมด,true,มีสภาพร่างกายจิตใจที่พร้อม,false,มีความรู้เกี่ยวกับกฎหมายจราจรและกฎหมายอื่นที่เกี่ยวข้อง,false,[  ],มารยาทและจิตสำนึก
"พฤติกรรมใดที่ผู้ขับขี่ไม่ควรกระทำ",ผู้ขับขี่ไม่ควรเปิดไฟสูงขณะรถสวนกัน หรือขับตามหลังรถคันอื่นหรือเพื่อไล่รถคันหน้า เพราะไฟจะส่องไปเข้าตาผู้ขับคันนั้นทำให้มองไม่เห็นถนน หรืออาจตกใจขับเปลี่ยนเลนหรือเร่งเครื่องหนี ซึ่งอาจก่อเกิดอุบัติเหตุขึ้นได้,ทุกข้อที่กล่าวจะเป็นตัวเลือกที่ถูกทั้งหมด,true,เปิดไฟสูงขณะรถสวนกัน,false,เปิดไฟสูงเพื่อไล่รถคันหน้า,false,เปิดไฟสูงขณะขับรถตามหลังรถคันอื่น,false,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นการขับรถที่ถูกต้องทั้งกฎจราจรและมารยาทในการขับรถ",การหยุดรถให้คนข้ามถนนในบริเวณที่มีคนข้ามเป็นการขับรถที่ถูกต้องทั้งกฎจราจรและมารยาทในการขับรถ,ขับรถโดยใช้ความเร็ว 150 กิโลเมตรต่อชั่วโมง ในกรณีที่ถนนว่าง,false,การขับรถปาดหน้ารถคันอื่นอย่างกระชั้นชิด,false,หยุดรถให้คนข้ามถนนในบริเวณที่มีคนข้าม,true,ขับรถช้าๆ ในช่องทางเดินรถทางขวา,false,[  ],มารยาทและจิตสำนึก
"ข้อใดที่ผู้ขับขี่ไม่ควรปฏิบัติ",ผู้ขับขี่ไม่ควรขับรถด้วยความเร็วสูงในที่ที่มีการจราจรพลุกพล่าน,ขับรถด้วยความระมัดระวังขณะฝนตก ถนนลื่น,false,ปฏิบัติตามกฎจราจรอย่างเคร่งครัด,false,ให้สัญญาณไฟเพื่อขอแซง,false,ขับรถด้วยความเร็วสูงในที่ที่มีการจราจรพลุกพล่าน,true,[  ],มารยาทและจิตสำนึก
"การเปลี่ยนช่องทางจราจร ควรปฏิบัติอย่างไร",ก่อนเปลี่ยนช่องทางจราจร ผู้ขับขี่ควรดูกระจกมองข้าง เปิดสัญญาณไฟแล้วเปลี่ยนช่องทางเมื่อเห็นว่าปลอดภัย,เปลี่ยนช่องทางทันที เมื่อความเร็วเหมาะสม,false,เปิดสัญญาณไฟแล้วเปลี่ยนช่องทางได้เลย,false,เปลี่ยนช่องทางโดยเร็วเพื่อหลบรถคันอื่น,false,ดูกระจกมองข้าง เปิดสัญญาณไฟแล้วเปลี่ยนช่องทางเมื่อเห็นว่าปลอดภัย,true,[  ],มารยาทและจิตสำนึก
"มารยาทที่ดีในการจอดรถ ควรปฏิบัติอย่างไร",ผู้ขับขี่รถควรมีมารยาทในการจอดรถ โดยไม่จอดกีดขวางผู้อื่นและไม่ฝ่าฝืนกฎจราจร,จอดรถซ้อนคัน,false,จอดบริเวณที่มีเครื่องหมายห้ามจอด,false,จอดโดยไม่กีดขวางผู้อื่นและไม่ฝ่าฝืนกฎจราจร,true,จอดรถขวางทางเข้า-ออก,false,[  ],มารยาทและจิตสำนึก
"การใช้ไฟสูงหรือไฟขอทาง เพื่อไล่รถคันหน้าแสดงว่าผู้ขับขี่ขาดสิ่งใด",การใช้ไฟสูงหรือไฟขอทางเพื่อไล่รถคันหน้าเป็นการขับรถที่ไร้มารยาท อาจก่อให้เกิดการทะเลาะวิวาทและอุบัติเหตุขึ้นได้,มารยาทในการขับขี่,true,เทคนิคการขับขี่ที่ดี,false,จิตสำนึกในการขับขี่อย่างปลอดภัย,false,การบำรุงรักษาเครื่องยนต์,false,[  ],มารยาทและจิตสำนึก
"ข้อใดกล่าวได้ถูกต้อง",รถทุกคันต้องวิ่งตามความเร็วที่กฎหมายกำหนด,รถทุกคัน ต้องวิ่งตามความเร็วที่กฎหมายกำหนด,true,รถวิ่งเร็วต้องเปิดไฟสูงตลอดเวลาเพื่อให้มองเห็นทาง,false,รถเก่า แรงน้อย ต้องหลบซ้าย,false,รถใหม่ราคาแพง ต้องวิ่งขวา,false,[  ],มารยาทและจิตสำนึก
"ผู้ขับรถที่ดีควรมีคุณสมบัติ อย่างไร",ขับรถที่ดีควรมีความรับผิดชอบ มองโลกในแง่ดี มีความอดทนอดกลั้นและให้อภัยผู้ใช้รถใช้ถนนอื่นเสมอ,ความอดทนอดกลั้น,false,การให้อภัยผู้อื่น มองโลกในแง่ดี,false,ความรับผิดชอบ,false,ถูกทุกข้อ,true,[  ],มารยาทและจิตสำนึก
"อุบัติเหตุบนท้องถนนส่วนใหญ่เกิดจากอะไร",อุบัติเหตุบนท้องถนนส่วนใหญ่เกิดจากผู้ขับขี่ รองลงมาคือรถ ถนนและสิ่งแวดล้อม,รถ,false,ผู้ขับขี่,true,ถนน,false,สิ่งแวดล้อม,false,[  ],มารยาทและจิตสำนึก
"สาเหตุใดที่ทำให้เกิดอุบัติเหตุมากที่สุด",การขับรถเร็วเกินอัตราที่กฎหมายกำหนดเป็นสาเหตุทำให้เกิดอุบัติเหตุมากที่สุด,แซงในที่ห้ามแซง,false,ขับรถจี้ท้ายรถคันหน้า,false,ขับรถเร็วเกินอัตราที่กฎหมายกำหนด,true,ขับรถตัดหน้าอย่างกระชั้นชิด,false,[  ],มารยาทและจิตสำนึก
