question,answer,choices.0.text,choices.0.correct,choices.1.text,choices.1.correct,choices.2.text,choices.2.correct,choices.3.text,choices.3.correct,images.0,category
"จากรูปรถคันสีน้ำเงิน หรือรถคันสีเขียวมีสิทธิที่จะผ่านไปก่อน",จากรูปรถคันสีเขียวมีสิทธิที่จะผ่านไปก่อน,ให้รถคันสีเขียวไปก่อน,true,ให้รถคันสีน้ำเงินไปก่อน,false,รถคันไหนไปก่อนก็ได้ หากมีความเร็วสูงกว่า,false,รถคันไหนไปก่อนก็ได้ หากมาถึงก่อน,false,1.8.80.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป หากท่านต้องการที่จะเลี้ยวขวาที่ทางแยกรูปตัว T ท่านจะต้องปฏิบัติอย่างไร",จากรูป หากท่านต้องการที่จะเลี้ยวขวาที่ทางแยกรูปตัว T ท่านจะต้องให้ทั้งรถทางขวาและซ้ายไปก่อน,ให้ทั้งรถทางขวาและซ้ายไปก่อน,true,ให้รถทางขวาไปก่อน,false,ให้รถทางซ้ายไปก่อน,false,เลี้ยวขวาได้ทันที,false,1.8.81.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป เมื่อท่านขับรถมาถึงทางแยกพบสัญญาณไฟเขียว แต่เกิดจราจรติดขัดในเส้นทางที่ท่านจะสัญจร ท่านควรปฏิบัติอย่างไร",จากรูป เมื่อท่านขับรถมาถึงทางแยกพบสัญญาณไฟเขียว แต่เกิดจราจรติดขัดในเส้นทางที่ท่านจะสัญจร ท่านควรรอจนกว่ารถข้างหน้าของท่านจะเคลื่อนตัว แล้วจึงขับรถเข้าไปต่อคันหน้า,ขับรถเข้าไปต่อคันหน้า,false,รอจนกว่ารถข้างหน้าของท่านจะเคลื่อนตัว แล้วจึงขับรถเข้าไปต่อคันหน้า,true,ขับรถเข้าไปตรงกลางแยก แล้วรอจนกว่ารถข้างหน้าจะเคลื่อนตัว,false,พยายามขับแทรกไปทางขวาของรถคันหน้า,false,1.8.82.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป รถคันสีฟ้าและรถคันสีเหลืองต้องการจะเลี้ยวขวาเพื่อไปเลี้ยวซ้ายในซอยที่ 1 รถคันใดอยู่ในตำแหน่งที่เหมาะสม",จากรูป รถคันสีฟ้าอยู่ในตำแหน่งที่เหมาะสม,รถคันสีฟ้า,true,รถคันสีเหลือง,false,เหมาะสมทั้งคู่,false,ไม่เหมาะสมทั้งคู่,false,1.8.83.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป รถคันสีแดงและรถคันสีเหลืองต้องการไปในทิศทางเดียวกัน รถคันใดมีสิทธิไปก่อนเมื่อมีสัญญาณให้หยุดทั้งสองทิศทาง",จากรูป รถคันสีแดงมีสิทธิไปก่อนเมื่อมีสัญญาณให้หยุดทั้งสองทิศทาง,รถคันสีเหลือง,false,รถคันสีแดง,true,คันใดก็ตามที่มาถึงทางแยกก่อน,false,คันใดก็ตามที่ขับด้วยความเร็วที่สูงกว่า,false,1.8.84.jpg,เทคนิคการขับรถอย่างปลอดภัย
"หากท่านพบสัญญาณไฟกะพริบสีแดงที่บริเวณทางร่วมทางแยก ท่านต้องปฏิบัติอย่างไร",หากท่านพบสัญญาณไฟกะพริบสีแดงที่บริเวณทางร่วมทางแยก ท่านต้องหยุดรถหลังเส้นหยุดรถ เมื่อเห็นว่าปลอดภัยจึงขับผ่านไปด้วยความระมัดระวัง,ชะลอความเร็วลง และขับผ่านไปด้วยความระมัดระวัง,false,หยุดรถหลังเส้นหยุดรถ เมื่อเห็นว่าปลอดภัยจึงขับผ่านไปด้วยความระมัดระวัง,true,ขับรถต่อไปตามปกติ เพื่อมิให้เกิดความล่าช้าแก่รถคันที่ตามมา,false,แจ้งเจ้าพนักงานว่าสัญญาณไฟจราจรขัดข้อง,false,,เทคนิคการขับรถอย่างปลอดภัย
"หากท่านพบสัญญาณไฟกะพริบสีเหลืองที่บริเวณทางร่วมทางแยก ท่านต้องปฏิบัติอย่างไร",หากท่านพบสัญญาณไฟกะพริบสีเหลืองที่บริเวณทางร่วมทางแยก ท่านต้องชะลอความเร็วลง และขับผ่านไปด้วยความระมัดระวัง,ชะลอความเร็วลง และขับผ่านไปด้วยความระมัดระวัง,true,หยุดรถหลังเส้นหยุดรถ เมื่อเห็นว่าปลอดภัยจึงขับผ่านไปด้วยความระมัดระวัง,false,ขับรถต่อไปตามปกติ เพื่อมิให้เกิดความล่าช้าแก่รถคันที่ตามมา,false,แจ้งเจ้าพนักงานว่าสัญญาณไฟจราจรขัดข้อง,false,,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป ในกรณีที่ไม่มีสัญญาณไฟจราจร รถคันสีแดงหรือรถคันสีเหลืองมีสิทธิที่จะได้ไปก่อน",จากรูป ในกรณีที่ไม่มีสัญญาณไฟจราจรรถคันสีเหลืองมีสิทธิที่จะได้ไปก่อน,รถที่มาถึงทางแยกก่อน,false,รถคันสีแดง,false,รถคันสีเหลือง,true,รถที่มีความเร็วสูงกว่า,false,1.8.87.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป หากรถคันสีแดง และรถคันสีเหลือง ต้องการจะเลี้ยวขวาในเวลาเดียวกัน รถคันใดจะมีสิทธิไปก่อน",จากรูป หากรถคันสีแดง และรถคันสีเหลือง สามารถไปได้ในเวลาเดียวกันหากต้องการจะเลี้ยวขวาในเวลาเดียวกั,สามารถไปได้ในเวลาเดียวกัน,true,รถคันสีแดง,false,รถคันสีเหลือง,false,รถที่มีความเร็วสูงกว่า,false,1.8.88.jpg,เทคนิคการขับรถอย่างปลอดภัย
"การขับขี่ในบริเวณชุมชนที่ถูกต้อง ควรปฏิบัติอย่างไร",การขับด้วยความเร็วที่ต่ำ เป็นการขับขี่ในบริเวณชุมชนที่ถูกต้อง,ขับด้วยความเร็วสูง,false,ขับด้วยความเร็วปกติ,false,ขับด้วยความเร็วปกติ แต่ชะลอความเร็วเมื่อพบป้ายเตือน,false,ขับด้วยความเร็วที่ต่ำ,true,,เทคนิคการขับรถอย่างปลอดภัย
"ในการขับขี่ภายในชุมชน ผู้ขับขี่ไม่จำเป็นต้องใส่ใจกับสิ่งใด",ในการขับขี่ภายในชุมชน ผู้ขับขี่ไม่จำเป็นต้องใส่ใจกับป้ายโฆษณาข้างทาง,ป้ายโฆษณาข้างทาง,true,รถโดยสารที่กำลังจอดและกำลังเคลื่อนที่ออก,false,สัตว์ที่ถูกปล่อยอยู่บนถนน,false,คนขี่จักรยาน,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อขับขี่เข้าใกล้บริเวณทางม้าลายหน้าโรงเรียน ผู้ขับขี่ควรปฏิบัติอย่างไร",เมื่อขับขี่เข้าใกล้บริเวณทางม้าลายหน้าโรงเรียน ผู้ขับขี่ควรชะลอความเร็วลง,พยายามใช้ความเร็วคงที่ในการผ่านบริเวณนั้น,false,ขับรถชิดขอบทางด้านซ้ายด้วยความระมัดระวัง,false,ชะลอความเร็วลง,true,ให้สัญญาณเตือนผู้คนในละแวกนั้น,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อขับรถเข้าใกล้บริเวณทางม้าลาย แต่ไม่มีคนข้ามทางม้าลาย ผู้ขับขี่ควรปฏิบัติอย่างไร",เมื่อขับรถเข้าใกล้บริเวณทางม้าลาย แต่ไม่มีคนข้ามทางม้าลาย ผู้ขับขี่ควรไม่ต้องให้สัญญาณ เพียงชะลอความเร็วลงก็พอ,ใช้สัญญาณแตรเสียงสั้นเพื่อเตือน,false,ไม่ต้องให้สัญญาณ เพียงชะลอความเร็วลงก็พอ,true,ใช้สัญญาณแตรเสียงยาวเพื่อเตือน,false,ใช้สัญญาณไฟสูงเพื่อเตือน,false,,เทคนิคการขับรถอย่างปลอดภัย
"หากท่านกำลังขับขี่เข้าสู่วงเวียน และพบรถขนาดใหญ่ที่กำลังเปิดสัญญาณไฟเลี้ยวซ้ายแต่ตัวรถค่อยๆ เคลื่อนตัวไปทางขวา ท่านควรปฏิบัติอย่างไร",หากท่านกำลังขับขี่เข้าสู่วงเวียน และพบรถขนาดใหญ่ที่กำลังเปิดสัญญาณไฟเลี้ยวซ้ายแต่ตัวรถค่อยๆ เคลื่อนตัวไปทางขวา ท่านควรรักษาระยะห่างไว้,รักษาระยะห่างไว้,true,ให้สัญญาณแตร,false,แซงไปทางด้านซ้าย,false,ขับตามรถใหญ่,false,1.8.93.jpg,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดต่อไปนี้เป็นสิ่งที่ไม่ควรปฏิบัติในการขับขี่ผ่านวงเวียน (การขับขี่ผ่านวงเวียน)",การขับแซงไปมา เป็นสิ่งที่ไม่ควรปฏิบัติในการขับขี่ผ่านวงเวียน (การขับขี่ผ่านวงเวียน),ขับขี่ด้วยความเร็วต่ำ,false,ขับแซงไปมา,true,ปฏิบัติตามกฎจราจรอย่างเคร่งครัด,false,ให้สัญญาณไฟเลี้ยวก่อนออกจากวงเวียนเสมอ,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดเป็นการขับรถเข้าทางโค้งอย่างปลอดภัย",การลดความเร็วก่อนเข้าโค้ง เป็นการขับรถเข้าทางโค้งอย่างปลอดภัย,ลดความเร็วก่อนเข้าโค้ง,true,ใช้ความเร็วสูงกว่าที่กำหนด,false,เปลี่ยนเกียร์ขณะเข้าทางโค้ง,false,เหยียบเบรกกะทันหันขณะเข้าทางโค้ง,false,,เทคนิคการขับรถอย่างปลอดภัย
"หากรถคันสีเหลืองต้องการมุ่งหน้าตรงผ่านวงเวียน จะต้องเปิดไฟเลี้ยวซ้ายเพื่อออกจากวงเวียนที่ตำแหน่งใด",หากรถคันสีเหลืองต้องการมุ่งหน้าตรงผ่านวงเวียน จะต้องเปิดไฟเลี้ยวซ้ายเพื่อออกจากวงเวียนที่ตำแหน่ง จุดที่ 3,จุดที่ 2,false,จุดที่ 1,false,จุดที่ 3,true,เปิดสัญญาณไฟเลี้ยวซ้ายทุกๆ จุด,false,1.8.96.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป หากท่านกำลังขับตามหลังคนขี่จักรยาน แต่ท่านต้องการที่จะเลี้ยวซ้าย ท่านควรปฏิบัติอย่างไร",หากท่านกำลังขับตามหลังคนขี่จักรยาน แต่ท่านต้องการที่จะเลี้ยวซ้าย ท่านควรชะลอความเร็วจนกว่าจักรยานจะผ่านทางเลี้ย,ชะลอความเร็วจนกว่าจักรยานจะผ่านทางเลี้ยว,true,พยายามแซงจักรยานก่อนที่จะถึงทางเลี้ยว,false,จอดรถเพื่อรอจนกว่าคนขี่จักรยานจะผ่านทางเลี้ยว,false,ทำการเลี้ยวโดยไม่ต้องสนใจจักรยาน,false,1.8.97.jpg,เทคนิคการขับรถอย่างปลอดภัย
"สิ่งใดที่ท่านควรระวังเป็นพิเศษเมื่อพบรถโดยสารจอดอยู่ในถนนฝั่งตรงข้าม",ท่านควรระวังเป็นพิเศษเมื่อพบรถโดยสารจอดอยู่ในถนนฝั่งตรงข้ามผู้เดินเท้าอาจเดินออกมาทางข้างหลังรถโดยสาร,รถโดยสารอาจเคลื่อนที่โดยฉับพลัน,false,ผู้เดินเท้าอาจเดินออกมาทางข้างหลังรถโดยสาร,true,รถโดยสารอาจเสียอยู่,false,ไม่ต้องระวัง เนื่องจากเป็นถนนฝั่งตรงข้าม,false,,เทคนิคการขับรถอย่างปลอดภัย
"ดังรูปในกรณีที่รถสีน้ำตาลมาจากทางหลักและรถสีน้ำเงินออกมาจากซอยซึ่งเป็นทางรอง รถคันใดต้องหยุดให้ทาง",กรณีที่รถสีน้ำตาลมาจากทางหลักและรถสีน้ำเงินออกมาจากซอยซึ่งเป็นทางรอง รถคันสีน้ำเงินต้องหยุดให้ทาง,รถคันสีน้ำตาล,false,รถคันสีน้ำเงิน,true,รถคันใดก็ได้,false,รถคันที่มีความเร็วต่ำกว่า,false,1.8.99.jpg,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดกล่าวไม่ถูกต้องเกี่ยวกับการแซง",ไม่ควรแซงในทางที่มีทัศนวิสัยไม่ดี ควรประเมินเวลาที่ใช้ในการแซงให้ถูกต้อง แซงในขณะที่เห็นว่าปลอดภัยแล้วเท่านั้น,แซงบริเวณเขตห้ามแซงด้วยความระมัดระวัง,true,ไม่ควรแซงในทางที่มีทัศนวิสัยไม่ดี,false,ควรประเมินเวลาที่ใช้ในการแซงให้ถูกต้อง,false,แซงในขณะที่เห็นว่าปลอดภัยแล้วเท่านั้น,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อท่านเห็นสัญญาณไฟจราจรเปลี่ยนจากสีเขียวเป็นสีเหลืองในขณะที่ท่านกำลังจะขับขี่ผ่านทางแยกในเวลาเช้าตรู่ที่ไม่มีการจราจรอยู่ในบริเวณรอบๆ ท่านควรปฏิบัติอย่างไร",เมื่อท่านเห็นสัญญาณไฟจราจรเปลี่ยนจากสีเขียวเป็นสีเหลืองในขณะที่ท่านกำลังจะขับขี่ผ่านทางแยกในเวลาเช้าตรู่ที่ไม่มีการจราจรอยู่ในบริเวณรอบๆ ท่านควรชะลอความเร็วและเตรียมหยุดรถ,ขับต่อไปด้วยความเร็วคงที่,false,ชะลอความเร็วและเตรียมหยุดรถ,true,ขับต่อไปด้วยความเร็วสูงขึ้น,false,ชะลอความเร็วลงและขับผ่านไป,false,1.8.101.jpg,เทคนิคการขับรถอย่างปลอดภัย
"ในขณะที่ท่านกำลังหยุดรอสัญญาณไฟอยู่ที่ทางแยก แล้วไฟจราจรเปลี่ยนเป็นสีเขียว ท่านควรปฏิบัติอย่างไร",ในขณะที่ท่านกำลังหยุดรอสัญญาณไฟอยู่ที่ทางแยก แล้วไฟจราจรเปลี่ยนเป็นสีเขียว ท่านควรตรวจสอบการจราจรรอบๆ ข้างก่อน จากนั้นจึงออกรถ,ตรวจสอบการจราจรรอบๆ ข้างก่อน จากนั้นจึงออกรถ,true,ขับรถผ่านทางแยกไปโดยเร็ว เพื่อไม่ให้รถคันหลังเสียเวลา,false,รอจนกว่ารถคันข้างหลังของท่านจะให้สัญญาณแตร แล้วจึงออกรถ,false,ปฏิบัติอย่างไรก็ได้ แล้วแต่ผู้ขับขี่,false,1.8.102.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป ผู้ขับขี่รถคันสีแดงควรปฏิบัติอย่างไร",จากรูป ผู้ขับขี่รถคันสีแดงควรมองกระจกข้าง ให้สัญญาณ และเปลี่ยนช่องทางเมื่อปลอดภัย,บีบแตรเพื่อเตือนให้รถคันอื่นรับรู้,false,มองกระจกข้าง ให้สัญญาณ และเปลี่ยนช่องทางเมื่อปลอดภัย,true,เร่งความเร็วขึ้นและแซงโดยไม่ต้องมองกระจกข้าง,false,เร่งความเร็วไปข้างหน้าและรีบเปลี่ยนช่องจราจร,false,1.8.103.jpg,เทคนิคการขับรถอย่างปลอดภัย
"จากรูป ผู้ขับขี่รถคันสีแดงควรระมัดระวังรถคันใดมากที่สุด",จากรูป ผู้ขับขี่รถคันสีแดงควรระมัดระวังรถรถจักรยานยนต์มากที่สุด,รถจักรยานยนต์,true,รถคันสีน้ำเงิน,false,รถคันสีเขียว,false,ไม่จำเป็นต้องระวังรถคันใดเลย,false,1.8.104.jpg,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดเป็นการปฏิบัติที่ถูกต้องตามหลักการขับรถอย่างปลอดภัย",ตรวจความพร้อมของรถยนต์ก่อนออกเดินทางทุกครั้ง เป็นการปฏิบัติที่ถูกต้องตามหลักการขับรถอย่างปลอดภัย,ตรวจความพร้อมของรถยนต์ก่อนออกเดินทางทุกครั้ง,true,ไม่จำเป็นให้สัญญาณไฟเลี้ยวในการเปลี่ยนช่องจราจร,false,ในการกลับรถไม่จำเป็นต้องให้สัญญาณไฟเลี้ยว,false,ในการขับรถตรงผ่านทางแยกควรให้สัญญาณไฟกะพริบฉุกเฉิน,false,,เทคนิคการขับรถอย่างปลอดภัย
"หลักการขับรถเข้าโค้งที่ถูกต้องควรปฏิบัติเช่นไร",หลักการขับรถเข้าโค้งที่ถูกต้องควร ลดความเร็วก่อนเข้าโค้ง เพิ่มความเร็วขณะออกจากโค้ง,เพิ่มความเร็วก่อนเข้าโค้ง ลดความเร็วขณะออกจากโค้ง,false,ลดความเร็วก่อนเข้าโค้ง เพิ่มความเร็วขณะออกจากโค้ง,true,ลดความเร็วก่อนเข้าโค้ง ลดความเร็วขณะออกจากโค้ง,false,เพิ่มความเร็วก่อนเข้าโค้ง เพิ่มความเร็วขณะออกจากโค้ง,false,,เทคนิคการขับรถอย่างปลอดภัย
"เพื่อความปลอดภัยเมื่อออกรถเคลื่อนที่ไปข้างหน้าได้ประมาณ 3-4 เมตร ควรทดสอบอะไรเป็นอันดับแรก",เพื่อความปลอดภัยเมื่อออกรถเคลื่อนที่ไปข้างหน้าได้ประมาณ 3-4 เมตร ควรทดสอบระบบเบรกเป็นอันดับแรก,ทดสอบไฟสูง,false,ทดสอบไฟเลี้ยว,false,ทดสอบสัญญาณแตร,false,ทดสอบระบบเบรก,true,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อควรปฏิบัติขณะขับรถขณะฝนตกคือข้อใด",ข้อควรปฏิบัติขณะขับรถขณะฝนตกคือ เปิดไฟส่องสว่าง,เปิดไฟหรี่,false,ขับรถช้าๆ โดยไม่ต้องเปิดไฟ,false,เปิดไฟส่องสว่าง,true,บีบแตรแล้วขับให้เร็วเพื่อป้องกันรถคันหลังชนท้าย,false,,เทคนิคการขับรถอย่างปลอดภัย
"ถ้าขณะขับรถเกิดยางแตกหรือยางระเบิดควรปฏิบัติเช่นไร",ถ้าขณะขับรถเกิดยางแตกหรือยางระเบิดควรจับพวงมาลัยให้มั่น แล้วค่อยๆ เบรกและนำรถเข้าข้างทาง,เหยียบคลัตช์ให้เร็วแล้วตามด้วยเบรก,false,เหยียบเบรกโดยเร็ว,false,จับพวงมาลัยให้มั่น แล้วค่อยๆ เบรกและนำรถเข้าข้างทาง,true,เหยียบคลัตช์อย่างเดียว,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในสภาพถนนปกติ รถพร้อม คนพร้อม ขับรถตามรถคันหน้าต้องเว้นระยะห่างจากรถคันหน้าเท่าใด จึงจะปลอดภัยเมื่อรถคันหน้าหยุด",ในสภาพถนนปกติ รถพร้อม คนพร้อม ขับรถตามรถคันหน้าต้องเว้นระยะห่างจากรถคันหน้าห่างพอสมควรและสามารถหยุดรถได้โดยปลอดภัย จึงจะปลอดภัยเมื่อรถคันหน้าหยุดกะทันหัน,ห่างพอสมควรและสามารถหยุดรถได้โดยปลอดภัย,true,3 เมตร,false,5 เมตร,false,หนึ่งช่วงรถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"ขณะขับรถหากเกิดคันเร่งค้างควรทำอย่างไร",ขณะขับรถหากเกิดคันเร่งค้างควรตั้งสติ ใช้ปลายเท้างัดคันเร่งขึ้นมา,เปิดไฟฉุกเฉิน,false,ตั้งสติ ใช้ปลายเท้างัดคันเร่งขึ้นมา,true,ดึงเบรกมือ,false,ย้ำคันเร่งหลายๆ ครั้ง,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดคือการใช้ไฟฉุกเฉินที่ถูกต้อง",กรณีรถเสียบนทางด่วน ให้เปิดไฟฉุกเฉิน,ฝนตก,false,ขับผ่านสี่แยก,false,รถเสียบนทางด่วน,true,บริเวณที่มีหมอกลงจัด,false,,เทคนิคการขับรถอย่างปลอดภัย
"การใช้เกียร์เพื่อขึ้นและลงเขาข้อใดถูก",การขึ้นและลงเขาให้ใช้เกียร์ต่ำ,ขึ้นและลงใช้เกียร์ต่ำ,true,ขึ้นใช้เกียร์ต่ำและลงใช้เกียร์สูง,false,ขึ้นใช้เกียร์ต่ำและลงใช้เกียร์ว่าง,false,ขึ้นและลงใช้เกียร์สูง,false,,เทคนิคการขับรถอย่างปลอดภัย
"อะไรไม่ใช่เป้าหมายในการขับรถอย่างปลอดภัย",การขับรถอย่างปลอดภัย ต้องไม่ขับรถไปชนคันอื่น ไม่เป็นเหตุให้รถคันอื่นชนกัน ป้องกันไม่ให้รถคันอื่นมาชนเรา,ไม่ขับรถไปชนคันอื่น,false,ขับให้ถึงที่หมายเร็วที่สุด,true,ไม่เป็นเหตุให้รถคันอื่นชนกัน,false,ป้องกันไม่ให้รถคันอื่นมาชนเรา,false,,เทคนิคการขับรถอย่างปลอดภัย
"เหตุใดจึงห้ามเปิดไฟสูงขณะที่ขับรถตามคันหน้าหรือรถที่วิ่งสวนทางมา",ห้ามเปิดไฟสูงขณะที่ขับรถตามคันหน้าหรือรถที่วิ่งสวนทางมา เพราะจะทำให้ผู้ขับรถคันหน้าและรถที่วิ่งสวนทางมามองทางไม่ชัดเจน,เพราะจะทำให้ผู้ขับรถคันหน้าและรถที่วิ่งสวนทางมามองทางไม่ชัดเจน,true,จะทำให้ผู้ขับรถคันหน้าหลับใน,false,จะทำให้เรามองทางข้างหน้าไม่ชัดเจน,false,จะทำให้รถที่วิ่งสวนทางมาหลับใน,false,,เทคนิคการขับรถอย่างปลอดภัย
"การขับรถทางไกลเมื่อรู้สึกว่าตนเองง่วงควรปฏิบัติอย่างไร",การขับรถทางไกลเมื่อรู้สึกว่าตนเองง่วงควร หยุดพัก นอน หรือยืดเส้นยืดสายตามจุดพัก หรือปั๊มน้ำมัน,วิ่งแล้วเบรกบ่อยๆ เพื่อให้หายง่วง,false,ขับรถหวาดเสียวเพื่อให้ระบบประสาทตื่นตัว,false,หยุดพัก นอน หรือยืดเส้นยืดสายตามจุดพัก หรือปั๊มน้ำมัน,true,เร่งเครื่องเพื่อให้ถึงจุดหมายโดยเร็ว,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดไม่ใช่วิธีการขับรถที่ปลอดภัยในขณะที่ฝนตก",การขับรถที่ปลอดภัยในขณะที่ฝนตก ต้องทิ้งช่วงห่างจากรถคันหน้า เผื่อไว้มากๆ เปิดไฟหน้า ใช้อัตราความเร็วที่ปลอดภัย,เปิดไปฉุกเฉินตลอดเวลาที่ฝนตก,true,ทิ้งช่วงห่างจากรถคันหน้า เผื่อไว้มากๆ,false,เปิดไฟหน้า,false,ใช้อัตราความเร็วที่ปลอดภัย,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในการข้ามทางรถไฟรางคู่ที่ไม่มีเครื่องกั้นเมื่อรถไฟผ่านไปแล้วผู้ขับรถควรระวังสิ่งใดต่อไปนี้",การข้ามทางรถไฟรางคู่ที่ไม่มีเครื่องกั้นเมื่อรถไฟผ่านไปแล้วผู้ขับรถควรระวัง รถไฟที่อาจจะสวนทางมาอีกทางหนึ่ง,รถที่จะข้ามมาจากฝั่งตรงข้าม,false,รถไฟที่อาจจะสวนทางมาอีกทางหนึ่ง,true,คนที่จะเดินข้ามทางรถไฟ,false,รถที่หยุดรอด้านหลัง,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในการขับรถข้ามทางรถไฟที่ไม่มีเครื่องกั้นเมื่อคันด้านหน้าขับข้ามทางรถไฟไปแล้วท่านควรปฏิบัติอย่างไร",การขับรถข้ามทางรถไฟที่ไม่มีเครื่องกั้นเมื่อคันด้านหน้าขับข้ามทางรถไฟไปแล้วท่านควร ตรวจสอบความปลอดภัยอีกครั้งก่อนข้ามทางรถไฟ,ก่อนข้ามทางรถไฟต้องตรวจสอบความปลอดภัยอีกครั้ง,true,ขับตามคันด้านหน้าไปได้เลย,false,หยุดรอเจ้าหน้าที่ให้สัญญาณ,false,รอสัญญาณไฟเขียว,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อท่านขับรถที่มีน้ำหนักบรรทุกมาก ข้อใดถูกต้องมากที่สุด",เมื่อท่านขับรถที่มีน้ำหนักบรรทุกมาก ประสิทธิภาพของเบรกจะน้อยลง ระยะเบรกจะยาวขึ้น,ประสิทธิภาพของเบรกจะน้อยลง เบรกยาวขึ้น,true,ระบบกันสะเทือนจะนุ่มนวลมากขึ้น,false,ควันไอเสียจะมากขึ้น,false,เครื่องยนต์ทำงานเต็มประสิทธิภาพ,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อท่านขับรถที่บรรทุกสิ่งของที่มีความสูงจะมีผลอย่างไร",เมื่อท่านขับรถที่บรรทุกสิ่งของที่มีความสูง จุดศูนย์ถ่วงจะสูงขึ้นทำให้พลิกคว่ำได้ง่าย,แรงหนีศูนย์ของรถและสิ่งของจะน้อยลง,false,จุดศูนย์ถ่วงจะสูงขึ้นทำให้พลิกคว่ำได้ง่าย,true,แรงเหวี่ยงของรถจะน้อยลงเนื่องจากน้ำหนักบรรทุก,false,ระยะเบรกจะสั้นลง,false,,เทคนิคการขับรถอย่างปลอดภัย
"สิ่งใดที่ไม่มีผลต่อระยะการเบรกรถ",ความเหนื่อยล้า สภาพถนนที่เปียก น้ำหนักบรรทุก มีผลต่อระยะการเบรกรถ,บริษัทของผู้ผลิตยาง,true,ความเหนื่อยล้า,false,สภาพถนนที่เปียก,false,น้ำหนักบรรทุก,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดถูกต้องที่สุดในการควบคุมความเร็วของรถ",ในการขับรถควรใช้คันเร่งควบคุมในการเร่งและชะลอรถให้มากที่สุด,การชะลอรถควรใช้เบรกเท่านั้น,false,ในการขับรถควรใช้คันเร่งควบคุมในการเร่งและชะลอรถให้มากที่สุด,true,การใช้เกียร์ช่วยลดความเร็วให้ใช้เฉพาะทางลงลาดชันเท่านั้น,false,ควรใช้เบรกมือร่วมกับเบรกเท้าเพื่อช่วยลดการสึกหรอเบรกเท้า,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดปฏิบัติไม่ถูกต้องเมื่อรถของท่านจอดเสียกลางถนนหลวง",เมื่อรถของท่านจอดเสียกลางถนนหลวง ให้เปิดสัญญาณไฟฉุกเฉินพร้อมไฟหน้ารถ ตั้งสัญลักษณ์แสดงว่ามีรถจอดเสียในระยะ 150 เมตร เปิดฝากระโปรงด้านหน้าและท้ายรถ เพื่อส่งสัญญาณ,ตั้งสัญลักษณ์แสดงว่ามีรถจอดเสียในระยะ 150 เมตร,false,เปิดสัญญาณไฟฉุกเฉินพร้อมไฟหน้ารถ,false,ยืนโบกด้านท้ายรถเพื่อส่งสัญญาณกันรถชนท้ายรถเรา,true,เปิดฝากระโปรงด้านหน้าและท้ายรถ เพื่อส่งสัญญาณ,false,,เทคนิคการขับรถอย่างปลอดภัย
"ก่อนขับรถ ผู้ขับขี่ที่ดีควรเตรียมความพร้อมของตนเองอย่างไร",ก่อนขับรถ ผู้ขับขี่ที่ดีควรเตรียมความพร้อมของตนเอง โดยการพักผ่อนให้เพียงพอ,พักผ่อนให้เพียงพอ,true,ดื่มเหล้า,false,กินยาบ้า,false,เที่ยวดึก,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดเป็นการเตรียมความพร้อมของรถก่อนขับรถ","การเตรียมความพร้อมของรถก่อนขับรถ ควรตรวจแรงดันลมยาง,เบรก,น้ำมันหล่อลื่น",ตรวจสภาพอากาศ,false,ต่อใบอนุญาตขับรถ,false,ดูหนังสือแผนที่ทางหลวงแผ่นดิน,false,"ตรวจแรงดันลมยาง,เบรก,น้ำมันหล่อลื่น",true,,เทคนิคการขับรถอย่างปลอดภัย
